tool		drift 0.0.todo	drift 0.0.todo	drift 0.0.todo	drift 0.0.todo	drift 0.0.todo	drift 0.0.todo	drift 0.0.todo	drift 0.0.todo	drift 0.0.todo	drift 0.0.todo	drift 0.0.todo	drift 0.0.todo	drift 0.0.todo	drift 0.0.todo	drift 0.0.todo	drift 0.0.todo	drift 0.0.todo	drift 0.0.todo	drift 0.0.todo	drift 0.0.todo	drift 0.0.todo	drift 0.0.todo	drift 0.0.todo	drift 0.0.todo	drift 0.0.todo	drift 0.0.todo	drift 0.0.todo	drift 0.0.todo	drift 0.0.todo	drift 0.0.todo	drift 0.0.todo	drift 0.0.todo	drift 0.0.todo	drift 0.0.todo	drift 0.0.todo	drift 0.0.todo
market.yml	market.yml	unknown	5.659807	5.666195465018973	unknown	15.228659	15.749467914924026	unknown	5.628777	7.249940122012049	unknown	15.298581	17.590159415034577	unknown	15.301588	16.200275738956407	unknown	37.786483	38.849907647119835	unknown	15.102828	17.492975336965173	unknown	37.67925	38.95774055994116	unknown	14.755909	17.56058578612283	unknown	35.575632	35.58181607420556	unknown	14.675832	17.20548176788725	unknown	35.978552	37.62970993597992
max-min.yml	max-min.yml	unknown	4.399474	5.219134129816666	unknown	26.486807	28.79096164018847	unknown	4.396914	5.407876637997106	unknown	26.166605	28.429398593958467	true	34.596771	36.45309694297612	true	57.942677	58.96223414200358	true	34.609783	35.96675437805243	true	58.103416	58.407756665023044	unknown	7.223753	10.001299037132412	unknown	32.148148	33.16090309689753	unknown	7.078738	9.715243308106437	unknown	32.256276	32.678378611803055
monotonic.yml	monotonic.yml	true	0.380609	1.883970197988674	true	0.918151	1.8118959099519998	true	0.347544	0.34922355390153825	true	0.918668	2.3106649038381875	true	0.544242	2.087451016996056	unknown	2.404991	2.4121458628214896	true	0.538907	0.880575492978096	unknown	2.273342	2.879614139907062	true	0.541191	2.9562851910013705	unknown	2.380576	4.287971199024469	true	0.492432	3.4984948649071157	unknown	2.407656	4.884675581008196
nondet_max.yml	nondet_max.yml	true	0.554605	2.2996694890316576	unknown	1.770469	3.323257769923657	true	0.572306	2.053797770990059	unknown	1.75537	1.7616887860931456	true	0.983685	3.4940117041114718	unknown	5.135743	7.174897943856195	true	1.001207	3.0605085871648043	unknown	5.134843	7.560207340866327	true	0.98556	2.3353516629431397	unknown	4.994569	5.807543949922547	true	0.826456	3.44743191706948	unknown	5.12196	5.563170542009175
num_evens.yml	num_evens.yml	unknown	0.932183	2.118301294045523	unknown	1.846942	2.3798406159039587	unknown	0.934231	1.4650417980737984	unknown	1.796583	2.6357031220104545	true	4.348483	7.157605611952022	true	7.340796	9.345921140164137	true	4.347008	6.071998336119577	true	7.203124	8.878026059828699	true	2.384708	4.088910724967718	true	4.193311	5.585215307073668	true	2.433269	4.948973180959001	true	4.27759	6.746340516023338
order-irrel-nondet.yml	order-irrel-nondet.yml	unknown	1.048201	1.4535304859746248	unknown	5.745896	7.122596821049228	unknown	1.052833	2.563422448001802	unknown	5.754441	5.770661657908931	true	1.956793	2.5366062889806926	true	7.333414	9.688574225874618	true	1.974209	1.9899471050594002	true	7.368801	9.082799883093685	unknown	1.857261	3.8913275881204754	unknown	9.300273	11.066051190020517	unknown	1.771008	2.4597958910744637	unknown	9.556162	10.810251662041992
order-irrel.yml	order-irrel.yml	unknown	0.534201	2.3181641849223524	unknown	1.652033	2.194901461014524	unknown	0.522248	1.0616197099443525	unknown	1.612516	3.141756516881287	unknown	1.55771	1.5636519889812917	true	3.690647	5.386351882945746	unknown	1.580912	2.965632159030065	true	3.394074	3.3987158979289234	unknown	0.756756	2.5910979120526463	unknown	3.676601	5.617105698911473	unknown	0.856831	1.8940135610755533	unknown	3.727781	5.363985508913174
overview1.yml	overview1.yml	true	0.257693	1.6765277350787073	true	0.687479	0.9591998041141778	true	0.288806	1.8121592591051012	true	0.656135	1.869393603876233	true	0.478088	2.968539945082739	true	1.200482	3.2258085820358247	true	0.495128	1.1868237231392413	true	1.188229	2.8135924208909273	true	0.501244	1.153166428906843	true	1.223343	1.5510336419101804	true	0.467391	1.8785631160717458	true	1.248429	1.641338209155947
reentr.yml	reentr.yml	true	0.147892	0.34065477596595883	true	0.180805	0.7090775729157031	true	0.144895	1.3252322659827769	true	0.173973	0.1753700920380652	true	0.173656	2.3299574388656765	true	0.263235	1.600252206902951	true	0.170402	3.2173335009720176	true	0.246224	1.307737504132092	true	0.174153	1.1584440099541098	true	0.265189	0.9379473170265555	true	0.176234	1.1986919390037656	true	0.268052	1.9238405770156533
resource-analysis.yml	resource-analysis.yml	true	0.188174	1.4755435730330646	true	0.264181	1.4636768731288612	true	0.197126	1.0758262348826975	true	0.266743	0.8399584961589426	true	0.246234	2.813916959101334	true	0.488081	0.8473959469702095	true	0.289029	0.9697179519571364	true	0.484275	2.505525352898985	true	0.292706	0.2952457359060645	true	0.482789	1.505082411924377	true	0.280978	2.4145439988933504	true	0.482775	0.9134563910774887
sum-appendix.yml	sum-appendix.yml	true	0.023824	0.02553043607622385	true	0.057354	0.5937926101032645	true	0.027272	0.5828664381988347	true	0.057642	0.34634546493180096	true	0.027358	2.200791056966409	true	0.055928	0.7352810560259968	true	0.024082	1.0544332200661302	true	0.059067	0.061266770819202065	true	0.026478	1.7173158309888095	true	0.057829	2.249221951002255	true	0.027117	2.530445846961811	true	0.059698	0.9116873019374907
sum-of-ev-even.yml	sum-of-ev-even.yml	unknown	0.127841	0.1293575670570135	true	0.322661	0.3245678199455142	unknown	0.127326	3.3304590361658484	true	0.322478	0.3237108502071351	unknown	0.280828	0.28219907614402473	true	0.671917	1.0334689361043274	unknown	0.280384	1.6374811728019267	true	0.663443	0.9602485198993236	unknown	0.273073	2.7847689259797335	true	0.667026	0.6691053500398993	unknown	0.274601	1.6956848460249603	true	0.656711	1.0579484689515084
temperature.yml	temperature.yml	unknown	2.340188	2.9410651850048453	true	6.057254	7.131222151918337	unknown	2.36006	6.247439003083855	true	6.092102	6.097748656990007	unknown	5.189729	7.4537479360587895	true	17.639844	17.64426719187759	unknown	5.153698	7.535371850943193	true	17.598246	19.656450211070478	unknown	3.134593	6.012873318977654	true	12.02821	12.69085728796199	unknown	3.151085	3.494532385841012	true	11.99654	13.661284392001107
traffic_light.yml	traffic_light.yml	unknown	0.076864	0.8724700841121376	unknown	0.27784	1.0880817039869726	unknown	0.076663	1.568491067038849	unknown	0.278302	0.8287012421060354	unknown	0.086105	0.09450189815834165	unknown	0.358007	1.3665283781010658	unknown	0.089798	0.09896488208323717	unknown	0.353495	2.7779941640328616	unknown	0.088977	2.8558724969625473	unknown	0.359131	2.1267002620734274	unknown	0.088985	0.09112414298579097	unknown	0.359474	0.7692429991438985
